Surname,Credit Score,Geography,Gender,Age,Tenure,Balance,Number Of Products,Has Cr Card,Is Active Member,Estimated Salary,Exited
Pisano,613,France,Male,47,6,146034.74,1,yes,yes,77146.14,no
Chukwubuikem,558,France,Male,27,1,152283.39,1,yes,no,183271.15,no
Harper,775,Germany,Female,33,1,118897.1,2,yes,yes,26362.4,no
Wilson,698,Germany,Male,52,8,96781.39,1,yes,yes,153373.71,no
Ch'in,608,Germany,Male,33,1,102772.67,2,yes,no,70705.58,no
Streeton,670,Spain,Female,20,4,0,2,yes,no,119759.24,no
Ch'ang,591,Spain,Male,39,8,0,2,no,no,42392.24,no
Pennington,633,France,Male,40,4,150578,1,no,yes,34670.62,yes
T'ien,678,France,Female,46,1,0,2,no,no,82106.19,no
Liu,590,France,Male,47,3,0,2,yes,no,171774.5,no
Cunningham,705,France,Female,48,0,0,2,no,no,149772.61,no
Ch'in,608,France,Male,42,10,163548.07,1,yes,no,38866.85,no
Smith,682,France,Female,37,8,148580.12,1,yes,no,35179.18,no
Anderson,596,Germany,Male,32,3,96709.07,2,no,no,41788.37,no
Forbes,395,Germany,Female,34,5,106011.59,1,yes,yes,17376.57,yes
Ansell,578,Germany,Male,37,1,135650.88,1,yes,no,199428.19,no
Chiu,547,Germany,Male,55,4,111362.76,3,yes,no,16922.28,yes
Yevdokimova,609,France,Male,37,1,39344.83,1,yes,yes,178291.89,yes
Chamberlin,774,Germany,Male,36,9,130809.77,1,yes,no,152290.28,no
Johnston,712,France,Female,27,2,133009.51,1,yes,no,126809.15,no
McDonald,585,Germany,Female,28,9,135337.49,2,yes,yes,40385.61,no
Chen,666,France,Female,32,10,112536.57,2,yes,yes,34350.54,no
Cattaneo,708,Spain,Female,35,8,122570.69,1,no,no,199005.88,no
Barclay-Harvey,513,France,Male,44,1,63562.02,2,no,yes,52629.73,yes
Dawson,445,France,Male,37,3,0,2,yes,yes,180012.39,no
Costa,690,Germany,Male,44,9,100368.63,2,no,no,35342.33,no
Chikwado,850,France,Male,37,6,0,2,yes,no,109291.22,no
Ch'eng,537,Spain,Female,33,7,136082,1,yes,no,62746.54,no
Harrison,705,Germany,Male,48,9,114169.16,1,no,no,173273.2,yes
Crawford,670,France,Female,45,5,47884.92,1,yes,yes,54340.24,no
Gibson,652,Spain,Female,36,1,0,2,yes,yes,19302.78,no
Martin,696,Spain,Male,24,9,0,1,no,no,10883.52,no
Stokes,747,France,Male,49,6,202904.64,1,yes,yes,17298.72,yes
Niu,511,France,Female,46,1,0,1,yes,yes,115779.48,yes
Ampt,743,Spain,Male,43,2,161807.18,2,no,yes,93228.86,yes
Wynn,532,Germany,Male,52,3,110791.97,1,yes,no,148704.77,yes
Lawrence,642,Spain,Female,33,9,0,2,yes,yes,150475.14,no
Wagner,554,Germany,Female,54,6,108755,1,yes,no,40914.32,yes
Argyle,604,Spain,Female,34,3,0,2,yes,no,38587.7,no
Ofodile,602,France,Female,72,3,0,2,yes,yes,171260.66,no
Chiemenam,757,Spain,Female,55,9,117294.12,4,yes,no,94187.47,yes
Akobundu,491,Germany,Male,26,4,102251.14,1,yes,yes,145900.89,no
Locke,850,France,Male,31,4,0,2,no,no,152298.28,no
Bullen,521,France,Male,22,5,0,2,yes,yes,99828.45,no
Forster,726,France,Male,37,2,132057.92,2,yes,no,34743.98,no
Smith,596,France,Male,33,8,0,1,yes,no,121189.3,yes
Craig,850,Germany,Female,35,7,114285.2,1,no,yes,129660.59,no
Archer,637,France,Female,41,9,0,2,yes,no,145477.36,no
McWilliams,690,Spain,Male,32,2,76087.98,1,no,yes,151822.66,no
Moss,689,France,Male,40,8,160272.27,1,yes,no,49656.24,no
Townsend,633,Spain,Male,63,4,114552.6,1,yes,no,73856.28,yes
Brown,555,France,Female,27,8,102000.17,1,yes,yes,116757,no
Munson,563,Spain,Male,24,7,0,2,no,no,16319.56,no
T'ien,494,France,Female,33,1,137853,1,no,yes,90273.85,no
Shubin,534,France,Male,27,9,0,2,yes,no,161344.13,no
Isayeva,696,Germany,Male,42,7,162318.61,1,yes,no,121061.89,no
Hung,535,Spain,Female,50,1,140292.58,3,no,no,69531.22,yes
Webb,600,France,Male,34,0,0,2,no,yes,3756.23,no
Scott,807,France,Female,34,1,0,1,no,no,114448.13,no
Rahman,714,France,Female,52,2,0,1,no,yes,144045.08,yes
Lori,590,France,Male,24,7,126431.54,1,yes,no,58781.11,no
Cooke,614,France,Female,41,3,123475.04,1,yes,yes,179227.52,no
Volkova,766,Germany,Female,45,6,97652.96,1,yes,no,127332.33,no
Lamb,557,Spain,Male,42,4,0,2,no,yes,86642.38,no
Hawes,788,Germany,Female,49,4,137455.99,1,yes,no,184178.29,yes
Smith,648,France,Female,38,2,0,2,no,yes,9551.49,no
Swanton,726,Germany,Female,33,7,99046.31,2,yes,yes,56053.06,no
Mitchell,773,France,Male,33,9,0,2,yes,yes,1118.31,no
Colombo,583,Germany,Male,27,4,105907.42,2,yes,yes,195732.04,no
Shaw,565,Germany,Male,52,5,97720.35,2,yes,no,175070.94,yes
Shipp,705,France,Male,25,9,0,2,no,yes,112331.19,no
Jonathan,685,Spain,Male,43,4,97392.18,2,yes,no,43956.83,no
Hernandez,741,France,Male,29,8,0,2,yes,yes,115994.52,no
Green,658,Germany,Female,28,9,152812.58,1,yes,no,166682.57,no
Young,575,France,Male,27,3,139301.68,1,yes,no,99843.98,no
Han,844,France,Female,41,10,76319.64,1,yes,yes,141175.18,yes
Highland,559,Spain,Male,67,9,125919.35,1,yes,no,175910.95,yes
Hamilton,725,France,Male,37,6,124348.38,2,no,yes,176984.34,no
Yobanna,450,France,Male,29,7,117199.8,1,yes,yes,43480.63,no
Crawford,738,Germany,Female,57,9,148384.64,1,no,no,155047.11,yes
Beavers,642,Germany,Female,19,3,113905.48,1,yes,yes,176137.2,no
Williamson,618,Spain,Male,32,5,133476.09,1,no,yes,154843.4,no
Beneventi,590,France,Male,47,0,117879.32,1,yes,yes,8214.46,no
Chidumaga,735,France,Male,50,2,0,2,no,yes,147075.69,no
Mitchell,550,France,Male,34,8,122359.5,1,no,no,116495.55,no
Chibugo,729,Spain,Female,28,0,0,2,yes,yes,31165.06,yes
Hyde,743,Germany,Male,59,5,108585.35,1,yes,yes,192127.22,yes
Alekseeva,555,France,Male,31,8,145875.74,1,yes,no,137491.23,no
Abdulov,667,Spain,Female,36,3,121542.57,2,yes,yes,186841.71,no
Buckley,790,Spain,Female,41,7,109508.68,1,no,no,86776.38,no
Howard,727,Germany,Male,34,2,146407.11,1,yes,yes,72073.72,no
Peel,744,France,Female,39,6,0,1,no,no,10662.58,no
Herz,629,Germany,Male,35,8,112330.83,1,yes,yes,91001.02,no
Holden,619,France,Female,35,4,90413.12,1,yes,yes,20555.21,no
McLean,634,France,Male,34,8,105302.66,1,yes,yes,123164.97,no
Findlay,608,Spain,Female,35,6,0,2,yes,yes,143463.28,no
Wyatt,507,France,Female,35,1,0,2,no,no,92131.54,no
Rapuluolisa,536,Germany,Female,35,4,121520.36,1,no,no,77178.42,no
Buckland,730,Spain,Female,43,1,103960.38,1,yes,yes,193650.16,no
Hargreaves,583,Germany,Male,39,8,102945.01,1,no,no,52861.89,no
Onyeoruru,644,France,Female,24,8,92760.55,1,yes,no,35896.75,no
Salas,790,Spain,Male,37,8,0,2,yes,yes,149418.41,no
Laney,807,Germany,Female,40,1,134590.21,1,yes,yes,46253.65,no
Fu,581,France,Female,37,10,104255.03,1,yes,no,86609.37,no
Tien,627,Spain,Female,55,6,0,1,no,no,91943.94,yes
Sazonova,850,France,Male,41,3,0,2,yes,no,128892.36,no
Tuan,754,France,Female,35,4,0,2,yes,no,44830.71,no
Wei,551,Germany,Male,50,1,121399.98,1,no,yes,84508.44,yes
Bergamaschi,637,Germany,Male,35,8,147127.81,2,yes,yes,84760.7,no
Taylor,699,Spain,Male,31,8,125927.51,2,yes,no,147661.47,no
Messersmith,542,France,Female,25,7,0,2,no,yes,82393.08,no
Coles,640,Germany,Male,48,1,111599.32,1,no,yes,135995.58,no
Brookes,553,France,Female,27,3,0,2,no,no,159800.16,no
Reid,741,France,Male,38,9,0,2,yes,no,14379.01,no
Etheridge,598,France,Male,35,8,114212.6,1,yes,yes,74322.85,no
Jolly,660,Spain,Female,42,5,0,3,yes,yes,189016.24,yes
Chizoba,618,Spain,Male,41,4,115251.64,1,no,no,136435.75,no
Eberegbulam,647,France,Male,43,9,0,2,yes,yes,78488.39,no
Pagnotto,491,France,Female,68,3,107571.61,1,no,yes,113695.99,no
Lucchesi,652,France,Female,32,2,0,2,yes,no,54628.11,no
Hughes,650,Germany,Female,45,9,152367.21,3,yes,no,150835.21,yes
Panicucci,413,Germany,Male,39,1,130969.77,2,yes,yes,158891.79,no
Burns,416,Germany,Female,25,0,97738.97,2,yes,yes,160523.33,no
Ricci,629,Spain,Male,34,8,0,2,yes,yes,180595.02,no
Lambert,678,Spain,Female,40,4,113794.22,1,yes,no,16618.76,no
Esposito,527,Spain,Male,28,6,128396.33,2,yes,no,79919.97,no
Benson,743,Spain,Female,48,5,118207.69,2,no,no,186489.14,yes
Botts,683,Germany,Male,73,9,124730.26,1,yes,yes,51999.5,no
Parkes,536,France,Female,41,9,0,1,yes,no,121299.14,no
Mai,663,Spain,Male,52,0,136298.65,1,yes,no,144593.3,yes
Castiglione,646,France,Female,38,2,0,2,no,no,178752.73,no
Manna,707,France,Male,35,2,0,3,yes,yes,94148.3,no
Lin,602,France,Male,34,5,0,2,yes,yes,77414.45,no
Fink,635,France,Female,47,2,125724.95,2,yes,no,63236.97,no
Baresi,597,France,Male,67,2,0,2,no,yes,108645.85,no
Morehead,503,France,Male,38,1,0,2,yes,yes,95153.24,no
Afamefuna,524,Spain,Female,64,5,0,1,yes,no,136079.64,yes
Greco,700,France,Male,46,5,95872.86,1,yes,no,98273.01,yes
Balashova,692,France,Male,33,9,0,1,yes,no,113505.93,yes
Bogdanov,562,France,Male,37,2,0,1,no,yes,52525.15,yes
Lowe,679,France,Male,37,7,74260.03,1,yes,no,194617.98,no
Ponce,603,Germany,Male,35,1,123407.69,1,yes,no,152541.89,yes
Trevisano,720,Spain,Male,33,3,123783.91,2,yes,yes,142903.44,no
Gardner,797,France,Male,24,5,0,2,yes,no,182257.61,no
Lorenzo,594,France,Male,36,6,153880.15,1,no,no,135431.72,no
Palmer,529,France,Female,31,7,0,2,yes,yes,175697.87,no
Zuyeva,606,Germany,Female,32,1,106301.85,2,no,yes,59061.25,no
Jen,621,Spain,Female,40,7,0,2,no,yes,131283.6,yes
Alekseeva,513,France,Female,43,9,0,2,yes,no,152499.8,no
Manfrin,753,Germany,Male,44,3,138076.47,1,yes,no,15523.09,yes
Chiemenam,605,France,Female,30,9,135422.31,1,no,yes,186418.85,no
Chiemenam,574,Spain,Female,37,7,0,2,yes,no,32262.28,no
Clark,726,France,Female,38,5,126875.62,1,yes,no,128052.29,no
Fanucci,611,Spain,Female,28,3,96381.68,2,yes,no,181419.29,no
Cattaneo,593,Germany,Female,41,4,119703.1,2,yes,yes,109783.29,no
Udinesi,466,Germany,Male,41,2,152102.18,2,yes,no,181879.56,no
Bentley,741,Germany,Female,36,0,127675.39,2,yes,no,74260.16,no
Holmes,684,Germany,Female,44,2,133776.86,2,no,yes,49865.04,no
Austin,550,Spain,Female,33,9,72788.03,1,yes,yes,103608.06,no
Mackenzie,593,Spain,Male,26,9,76226.9,1,yes,no,167564.82,no
Booth,601,Germany,Male,48,9,163630.76,1,no,yes,41816.49,yes
Collier,676,Spain,Female,30,5,0,2,no,no,179066.58,no
Hs?,556,France,Female,46,10,0,2,no,no,109184.24,no
Oluchukwu,719,France,Male,36,3,155423.17,1,yes,yes,199841.32,no
Sung,850,Germany,Male,55,0,98710.89,1,yes,yes,83617.17,yes
Marino,649,Spain,Female,49,2,0,1,yes,no,84863.85,yes
Vinogradov,509,Spain,Male,41,7,126683.8,1,no,yes,114775.53,no
Burns,684,France,Male,33,4,140700.61,1,yes,no,103557.93,no
Fanucci,806,Germany,Male,30,8,168078.83,1,yes,no,85028.36,yes
Chukwujamuike,729,Spain,Male,44,4,107726.93,2,yes,no,153064.87,no
Flynn,683,France,Female,33,9,0,2,yes,yes,38784.42,no
Chao,689,Spain,Female,63,1,0,2,yes,yes,186526.12,no
Yeh,672,Germany,Female,21,1,35741.69,1,yes,no,28789.94,no
Klein,602,Germany,Female,53,5,98268.84,1,no,yes,45038.29,yes
Mahmood,739,France,Female,20,4,133800.98,1,no,yes,150245.81,no
Tu,618,France,Female,21,2,125682.79,1,no,no,57762,no
Shcherbakov,674,France,Female,42,9,0,2,yes,no,4292.72,no
Zetticci,762,France,Male,26,6,130428.78,1,yes,no,173365.89,no
Carr,790,Spain,Male,37,6,0,2,yes,yes,119484.01,no
Browne,754,Spain,Female,27,8,0,2,no,no,121821.16,no
Feng,729,France,Male,44,6,0,2,yes,no,151733.43,no
Ferguson,606,Germany,Female,47,0,137138.2,2,no,yes,53784.22,no
Shaw,616,France,Male,23,8,73112.95,1,yes,yes,62733.05,no
Palermo,772,France,Male,47,9,152347.01,1,no,yes,17671.78,no
Moore,652,Spain,Male,41,8,115144.68,1,yes,no,188905.43,no
Huang,743,France,Male,43,5,0,2,no,no,113079.19,yes
Gray,793,France,Male,39,3,137817.52,1,no,no,83997.79,no
Sokolova,743,Spain,Male,45,7,157332.26,1,yes,no,125424.42,no
Henderson,746,France,Male,37,2,0,2,yes,no,143194.05,no
Mosley,627,Germany,Female,39,5,124586.93,1,yes,no,93132.61,yes
Nnaemeka,713,Spain,Male,38,6,116980.78,2,no,yes,76038.38,no
Everett,678,Spain,Female,40,3,128398.38,1,yes,no,168658.3,no
Goddard,540,Spain,Male,39,1,0,1,no,yes,108419.41,no
Kuo,615,Germany,Female,33,3,137657.25,2,yes,yes,171657.57,no
Bianchi,415,Spain,Male,53,5,167259.44,1,yes,yes,22357.25,no
Rouse,628,France,Female,45,8,0,2,yes,no,193903.06,no
Nwoye,700,France,Male,26,4,119009.57,1,yes,no,141926.43,no
Greco,623,Germany,Male,33,2,80002.33,1,yes,yes,104079.62,no
Fang,623,France,Female,37,4,140211.88,1,yes,yes,93832.33,no
Chiemenam,679,France,Female,44,3,118742.74,2,yes,no,1568.91,no
Artemiev,632,Spain,Male,37,1,138207.08,1,yes,no,60778.11,yes
Burrows,790,France,Female,47,10,148636.21,1,no,yes,16119.96,yes
Chizuoke,514,France,Male,45,1,178827.79,1,yes,no,60375.18,no
T'ien,491,France,Male,33,5,83134.3,1,yes,no,187946.55,no
Rogova,753,France,Male,92,3,121513.31,1,no,yes,195563.99,no
Trevisano,693,Germany,Female,37,6,95900.04,1,yes,yes,38196.24,no
Sagese,679,France,Female,30,1,112543.42,1,yes,yes,179435.21,no
Artyomova,529,Spain,Male,34,9,0,1,yes,yes,93208.22,no
Long,619,Spain,Female,31,3,141751.82,1,no,yes,61531.86,no
Hsueh,680,Spain,Female,37,6,124140.57,2,yes,no,92826.35,no
White,693,Germany,Male,45,2,116546.59,2,no,no,23140.28,yes
Lazarev,834,France,Female,28,6,0,1,yes,no,74287.53,no
Benjamin,636,Spain,Female,29,6,157576.47,2,yes,yes,101102.39,no
Wan,538,Spain,Male,43,5,0,2,yes,no,126933.73,no
Romano,566,Germany,Female,44,5,141428.99,2,no,no,68408.74,no
Craig,597,Spain,Male,35,0,127510.99,1,yes,yes,155356.34,no
Yermolayeva,711,France,Female,29,9,0,2,no,yes,3234.8,no
Tseng,606,France,Male,31,10,0,2,yes,no,195209.4,no
Tseng,615,Spain,Male,51,6,81818.49,1,yes,yes,169149.38,no
Le Hunte,589,France,Male,36,1,100895.54,1,yes,yes,68075.14,no
Blake,606,Germany,Male,45,5,63832.43,1,yes,yes,93707.8,no
Lane,582,France,Male,29,4,0,2,no,no,156153.27,no
Sparks,710,France,Female,36,4,116085.06,1,yes,no,58601.61,no
Tu,467,France,Male,57,1,0,2,yes,yes,114448.77,no
Tochukwu,749,France,Male,30,1,0,2,no,yes,126551.65,no
Whittaker,564,Germany,Female,33,2,115761.51,1,no,yes,112350.21,yes
Wang,730,Spain,Male,26,6,0,2,yes,yes,185808.7,no
Northern,678,Germany,Male,32,4,139626.01,1,yes,yes,118235.52,yes
Humphries,540,France,Female,31,7,0,1,no,yes,183051.6,yes
Cremonesi,767,France,Female,35,6,115576.44,1,no,yes,27922.45,no
Ku,615,France,Female,23,4,0,2,yes,no,196476.19,no
Tobenna,583,Germany,Female,41,5,77647.6,1,yes,no,190429.52,no
Okwuadigbo,850,France,Female,40,5,0,2,yes,no,35034.15,no
Johnston,651,Germany,Female,34,10,148962.46,1,yes,no,66389.43,yes
Li,798,France,Male,22,8,0,2,yes,no,107615.43,no
Talbot,695,France,Male,37,2,0,2,yes,yes,99692.65,no
Tu,497,Germany,Male,41,5,80542.81,1,no,no,88729.22,yes
T'ien,739,France,Male,40,4,0,2,no,no,173321.65,no
Ross,549,France,Female,34,4,0,2,no,no,139463.57,no
Maclean,850,France,Male,35,9,102050.47,1,yes,yes,3769.71,no
Wan,648,Spain,Male,49,5,0,1,yes,no,149946.43,yes
Tsou,679,France,Female,24,6,114948.76,2,no,yes,135768.25,no
Jack,606,Germany,Male,39,8,136000.45,2,yes,no,31708.53,no
Lucchesi,850,France,Male,32,4,156001.68,2,yes,yes,151677.31,no
Ch'eng,619,Germany,Male,41,3,147974.16,2,yes,no,170518.83,no
Saunders,719,Spain,Male,44,2,0,2,yes,no,196582.19,no
Glover,640,Germany,Male,26,5,90402.77,1,yes,yes,3298.65,no
Tung,710,France,Male,40,5,0,2,no,no,162878.96,no
Padovano,580,France,Male,31,2,0,2,no,yes,64014.24,no
Johnstone,550,France,Male,44,9,0,2,yes,no,26257.01,no
Endrizzi,841,France,Female,31,3,162701.65,2,yes,yes,126794.56,no
Secombe,760,France,Male,34,2,0,2,yes,no,164162.44,no
Elewechi,687,France,Female,30,6,0,2,no,no,179206.92,no
Chu,753,Germany,Female,35,5,82453.96,2,no,no,18254.75,no
Lucciano,661,France,Male,35,9,100107.99,1,yes,no,83949.68,no
Pinto,699,France,Male,28,7,0,2,yes,yes,22684.78,no
McGregor,617,Germany,Female,39,5,83348.89,3,yes,no,7953.62,yes
Ugorji,595,Germany,Female,44,4,96553.52,2,yes,no,143952.24,yes
Bancks,669,France,Male,50,9,201009.64,1,yes,no,158032.5,yes
Warlow-Davies,613,France,Female,27,5,125167.74,1,yes,no,199104.52,no
Dale,782,France,Male,32,9,0,1,yes,yes,87566.97,no
Buckley,582,France,Female,43,5,153313.67,1,no,no,170563.73,no
Nkemjika,679,France,Male,30,9,0,2,yes,no,157871.55,no
Fairley,611,France,Female,40,2,125879.29,1,yes,no,93203.43,no
Boothby,455,Germany,Female,37,6,170057.62,1,no,yes,54398.56,no
Chukwuhaenye,621,France,Male,32,1,0,2,yes,yes,168779.47,no
Lock,596,Germany,Male,48,2,131326.47,1,no,no,1140.02,yes
Clarke,585,Spain,Female,56,1,128472.8,1,yes,no,186476.91,yes
Ramsey,742,France,Male,32,6,160485.16,1,yes,no,29023.03,no
Eipper,850,Germany,Male,42,6,84445.68,3,no,yes,60021.34,yes
Ko,738,Germany,Female,40,1,115409.18,2,no,no,180456.8,no
Munro,619,Spain,Male,46,8,62400.48,1,yes,yes,132498.39,yes
McGregor,628,France,Female,50,4,143054.56,1,no,yes,109608.81,yes
Henderson,487,France,Male,24,7,133628.09,2,yes,yes,98570.01,no
Fernandez,513,Spain,Female,41,9,107135.04,2,yes,yes,160546.58,no
Porter,563,Spain,Male,26,7,0,2,no,no,6139.74,no
Pan,803,France,Female,65,2,151659.52,2,no,yes,6930.17,no
Esposito,607,Spain,Female,32,7,0,3,no,yes,10674.62,no
Kaeppel,628,Germany,Female,51,9,155903.82,2,yes,yes,71159.84,no
Lamb,521,Spain,Female,49,4,82940.25,2,no,no,62413.01,yes
Lei,669,Germany,Female,50,4,112650.89,1,no,no,166386.22,yes
Conti,686,France,Female,41,10,0,1,yes,no,133086.45,no
Hargreaves,700,Germany,Male,35,4,95853.39,2,yes,no,192933.37,no
Yermolayev,663,France,Female,42,1,82228.67,2,yes,no,71359.78,no
Kerr,671,Spain,Female,31,4,0,2,no,yes,79270.02,no
Waters,651,Germany,Female,35,1,163700.78,3,yes,yes,29583.48,yes
Onyeorulu,728,France,Male,34,4,106328.08,1,yes,no,88680.65,no
Kolesnikova,574,France,Female,34,7,152992.91,1,yes,yes,134691.2,no
Kazakova,464,France,Male,38,3,116439.65,1,yes,no,75574.48,no
MacDonald,604,Spain,Male,27,9,101352.78,1,no,no,30252.3,no
Sharwood,836,Spain,Female,37,10,0,2,yes,no,111324.41,no
Bufkin,511,Germany,Female,75,9,105609.17,1,no,yes,105425.18,no
Nwankwo,518,France,Female,45,8,0,2,yes,yes,36193.07,no
Boniwell,756,France,Male,67,4,0,3,yes,yes,93081.87,no
Willis,489,France,Female,47,8,103894.38,2,yes,yes,107625.46,no
Burns,622,Spain,Male,27,9,139834.93,1,yes,yes,152733.89,no
Kung,652,France,Female,36,6,112518.71,2,no,yes,110421.31,no
Howells,625,France,Female,37,7,115895.42,1,yes,no,48486.25,no
Bevan,521,Spain,Female,39,3,146408.68,1,no,no,72993.67,no
Neitenstein,546,France,Male,34,4,165363.31,2,yes,yes,25744.13,yes
Johnson,697,France,Female,45,1,0,2,yes,no,46807.62,yes
Sandover,571,Germany,Male,33,3,71843.15,1,yes,no,26772.04,no
Nnamutaezinwa,748,Spain,Male,35,5,105492.53,1,yes,yes,150057.2,no
Sinclair,591,France,Male,35,7,183027.25,1,yes,yes,56028.79,no
Wei,814,Germany,Male,29,1,131968.57,2,yes,yes,147693.92,no
Higgins,709,France,Female,45,3,104118.5,1,no,yes,174032,no
Chang,433,Spain,Male,27,2,0,2,yes,yes,153698.65,no
Henderson,781,France,Male,20,0,125023.1,2,yes,yes,108301.45,no
Cox,656,France,Female,30,4,74323.2,1,yes,yes,22929.08,no
Tsui,683,France,Male,38,7,109346.13,2,yes,no,102665.92,no
Lee,620,France,Male,32,6,0,2,yes,no,56139.09,no
Sergeyeva,637,Germany,Female,39,3,109698.41,1,yes,yes,88391.29,yes
Napolitani,525,Spain,Female,30,5,0,2,no,yes,149195.44,no
Beatham,793,Germany,Female,34,5,127758.09,1,yes,no,143357.03,no
Lu,638,Germany,Male,50,1,102645.48,1,yes,no,168359.98,yes
Yashina,520,France,Male,31,4,93249.4,1,yes,no,77335.75,no
Bales,641,France,Male,35,5,0,2,yes,no,93148.93,no
Hill,840,Germany,Female,51,1,87779.83,1,no,yes,36687.11,yes
Ibeamaka,504,Spain,Male,40,5,0,2,no,no,146703.36,no
Romilly,686,France,Male,38,0,138131.34,1,no,yes,115927.85,no
Hayes,533,Germany,Male,38,4,70362.52,2,yes,yes,104189.46,no
Chiu,577,France,Female,32,1,0,2,yes,no,9902.39,no
Sun,445,Germany,Female,48,7,168286.58,1,yes,no,16645.77,yes
Brennan,720,France,Male,44,3,86102.27,1,yes,no,180134.88,yes
Storey,643,Germany,Male,25,4,115142.9,1,yes,yes,148098.95,no
Lawson,652,Germany,Female,47,0,126597.89,2,yes,yes,38798.79,yes
T'ao,663,France,Female,33,2,0,2,yes,no,153295,no
Yao,525,Germany,Female,30,0,157989.21,2,yes,yes,100687.67,no
Bracewell,662,Spain,Female,54,1,187997.15,1,no,no,111442.71,yes
Kerr,724,Germany,Male,54,8,172192.49,1,yes,yes,136902.01,no
Blake,581,Germany,Male,38,1,133105.47,1,yes,no,105732.9,yes
Sanders,685,Spain,Male,38,4,0,2,yes,yes,35884.91,no
Torkelson,595,France,Male,46,10,0,1,yes,no,73489.15,yes
Hsueh,588,France,Female,21,8,0,2,yes,yes,110114.19,no
Wang,647,Germany,Male,35,3,192407.97,1,yes,yes,40145.28,no
Hightower,785,Germany,Female,38,9,107199.75,1,no,no,146398.51,no
Genovesi,794,Germany,Female,55,6,115796.7,1,yes,no,160526.36,yes
Levan,823,France,Male,37,5,164858.18,1,yes,yes,173516.71,no
Lai,687,Germany,Male,38,4,117633.28,1,no,yes,88396.6,no
Loginov,850,France,Female,28,9,0,2,yes,no,185821.41,no
Lafleur,496,France,Female,36,7,0,2,no,no,108098.28,no
Obidimkpa,527,Germany,Female,30,6,126663.51,1,yes,yes,162267.91,no
Ch'ang,576,Germany,Female,71,6,140273.47,1,yes,yes,193135.25,yes
Mason,525,Spain,Female,60,7,0,2,no,yes,168034.9,no
Miranda,727,Germany,Male,21,8,153344.72,1,yes,yes,163295.87,no
Simon,671,Germany,Female,23,9,123943.18,1,yes,yes,159553.27,no
Golubeva,625,France,Male,39,5,0,1,yes,no,99800.87,no
Manfrin,643,Germany,Male,33,7,98630.31,2,yes,yes,40250.82,no
Stange,707,France,Female,33,2,58036.33,1,yes,yes,83335.78,no
Ferrari,539,Spain,Male,28,5,0,2,yes,no,48382.4,no
Taylor,498,Germany,Male,45,7,109200.74,2,no,yes,165990.44,no
Wei,696,Spain,Female,30,0,0,2,yes,yes,9002.8,no
Ch'eng,758,France,Female,33,7,0,1,yes,no,188156.34,no
Parsons,685,France,Female,33,6,0,2,no,yes,186785.01,no
Pan,655,Germany,Female,30,1,83173.98,2,yes,yes,184259.6,no
Cameron,747,France,Female,40,3,0,1,no,no,57817.84,yes
Igwebuike,601,Spain,Male,24,7,0,2,no,no,144660.42,no
Tuan,477,France,Male,22,5,82559.42,2,no,no,163112.9,yes
Fraser,558,France,Male,32,5,73494.21,1,no,no,136301.1,no
Turnbull,586,Spain,Male,29,2,132450.24,1,yes,yes,36176.63,no
Chiazagomekpere,850,France,Male,49,6,128663.9,1,yes,no,65769.3,yes
Yudina,505,France,Female,36,2,79951.9,1,no,yes,174123.16,yes
Udinese,591,Germany,Female,51,8,132508.3,1,yes,yes,161304.68,yes
Chinweike,761,Germany,Female,38,1,120530.13,2,yes,no,109394.62,no
Bergamaschi,554,France,Female,35,10,74988.59,2,no,yes,190155.13,no
Milliner,774,France,Female,47,6,94722.88,1,no,yes,61450.96,no
Knowles,771,Spain,Female,33,5,0,2,yes,no,8673.43,no
Swinton,792,France,Male,31,6,71269.89,2,no,yes,125912.77,no
Gregory,673,Germany,Female,41,9,98612.1,1,yes,no,151349.35,no
Chibueze,765,France,Male,40,6,138033.55,1,yes,yes,67972.45,no
Sukhorukova,748,France,Female,41,2,91621.69,1,yes,yes,71139.31,no
French,422,France,Male,54,3,140014.42,1,no,yes,86350.97,no
Estrada,568,Spain,Male,27,5,126815.97,2,no,yes,118648.12,no
Fleming,502,France,Female,64,3,139663.37,1,no,yes,100995.11,no
Kennedy,524,France,Female,28,7,0,2,no,yes,147100.72,no
Combes,689,France,Male,34,1,165312.27,1,yes,no,155495.63,no
Carruthers,661,France,Male,26,8,0,2,no,no,196875.87,no
Andrejew,606,Spain,Male,33,8,0,2,yes,yes,63176.77,no
Ko,678,Germany,Female,54,1,123699.28,2,no,yes,105221.76,no
Daniels,636,Germany,Female,29,3,97325.15,1,no,yes,131924.38,no
Toscano,647,France,Male,32,5,97041.16,1,yes,yes,23132.73,no
Wilson,732,France,Male,36,5,0,2,yes,no,161428.25,no
Thomson,646,France,Male,50,0,104129.24,2,yes,no,181794.86,yes
