Surname,Estimated Salary,Is Active Member,Credit Score,Geography,Gender,Age,Balance,Tenure,Number Of Products,Has Cr Card,Exited
Bolton,115767.93,yes,850,France,Male,34,72079.71,2,1,yes,no
Corrie,141998.89,no,540,France,Male,37,0,6,2,yes,no
Lambie,187915.7,no,553,France,Male,38,99844.68,3,1,no,no
Cartwright,133267.78,yes,630,France,Female,28,0,1,2,yes,no
Chukwubuikem,183271.15,no,558,France,Male,27,152283.39,1,1,yes,no
Harper,26362.4,yes,775,Germany,Female,33,118897.1,1,2,yes,no
Wilson,153373.71,yes,698,Germany,Male,52,96781.39,8,1,yes,no
Ch'in,70705.58,no,608,Germany,Male,33,102772.67,1,2,yes,no
Streeton,119759.24,no,670,Spain,Female,20,0,4,2,yes,no
T'ien,82106.19,no,678,France,Female,46,0,1,2,no,no
Cunningham,149772.61,no,705,France,Female,48,0,0,2,no,no
Ch'in,38866.85,no,608,France,Male,42,163548.07,10,1,yes,no
Forbes,17376.57,yes,395,Germany,Female,34,106011.59,5,1,yes,yes
Chiu,16922.28,no,547,Germany,Male,55,111362.76,4,3,yes,yes
Johnston,126809.15,no,712,France,Female,27,133009.51,2,1,yes,no
McDonald,40385.61,yes,585,Germany,Female,28,135337.49,9,2,yes,no
Chen,34350.54,yes,666,France,Female,32,112536.57,10,2,yes,no
Cattaneo,199005.88,no,708,Spain,Female,35,122570.69,8,1,no,no
Barclay-Harvey,52629.73,yes,513,France,Male,44,63562.02,1,2,no,yes
Dawson,180012.39,yes,445,France,Male,37,0,3,2,yes,no
Costa,35342.33,no,690,Germany,Male,44,100368.63,9,2,no,no
Crawford,54340.24,yes,670,France,Female,45,47884.92,5,1,yes,no
Gibson,19302.78,yes,652,Spain,Female,36,0,1,2,yes,no
Martin,10883.52,no,696,Spain,Male,24,0,9,1,no,no
Stokes,17298.72,yes,747,France,Male,49,202904.64,6,1,yes,yes
Lawrence,150475.14,yes,642,Spain,Female,33,0,9,2,yes,no
Wagner,40914.32,no,554,Germany,Female,54,108755,6,1,yes,yes
Argyle,38587.7,no,604,Spain,Female,34,0,3,2,yes,no
Ofodile,171260.66,yes,602,France,Female,72,0,3,2,yes,no
Akobundu,145900.89,yes,491,Germany,Male,26,102251.14,4,1,yes,no
Locke,152298.28,no,850,France,Male,31,0,4,2,no,no
Bullen,99828.45,yes,521,France,Male,22,0,5,2,yes,no
Forster,34743.98,no,726,France,Male,37,132057.92,2,2,yes,no
Smith,121189.3,no,596,France,Male,33,0,8,1,yes,yes
Craig,129660.59,yes,850,Germany,Female,35,114285.2,7,1,no,no
McWilliams,151822.66,yes,690,Spain,Male,32,76087.98,2,1,no,no
Moss,49656.24,no,689,France,Male,40,160272.27,8,1,yes,no
Townsend,73856.28,no,633,Spain,Male,63,114552.6,4,1,yes,yes
Brown,116757,yes,555,France,Female,27,102000.17,8,1,yes,no
Munson,16319.56,no,563,Spain,Male,24,0,7,2,no,no
T'ien,90273.85,yes,494,France,Female,33,137853,1,1,no,no
Shubin,161344.13,no,534,France,Male,27,0,9,2,yes,no
Isayeva,121061.89,no,696,Germany,Male,42,162318.61,7,1,yes,no
Hung,69531.22,no,535,Spain,Female,50,140292.58,1,3,no,yes
Webb,3756.23,yes,600,France,Male,34,0,0,2,no,no
Scott,114448.13,no,807,France,Female,34,0,1,1,no,no
Lori,58781.11,no,590,France,Male,24,126431.54,7,1,yes,no
Volkova,127332.33,no,766,Germany,Female,45,97652.96,6,1,yes,no
Lamb,86642.38,yes,557,Spain,Male,42,0,4,2,no,no
Hawes,184178.29,no,788,Germany,Female,49,137455.99,4,1,yes,yes
Smith,9551.49,yes,648,France,Female,38,0,2,2,no,no
Swanton,56053.06,yes,726,Germany,Female,33,99046.31,7,2,yes,no
Mitchell,1118.31,yes,773,France,Male,33,0,9,2,yes,no
Colombo,195732.04,yes,583,Germany,Male,27,105907.42,4,2,yes,no
Shaw,175070.94,no,565,Germany,Male,52,97720.35,5,2,yes,yes
Shipp,112331.19,yes,705,France,Male,25,0,9,2,no,no
Hernandez,115994.52,yes,741,France,Male,29,0,8,2,yes,no
Green,166682.57,no,658,Germany,Female,28,152812.58,9,1,yes,no
Young,99843.98,no,575,France,Male,27,139301.68,3,1,yes,no
Han,141175.18,yes,844,France,Female,41,76319.64,10,1,yes,yes
Highland,175910.95,no,559,Spain,Male,67,125919.35,9,1,yes,yes
Yobanna,43480.63,yes,450,France,Male,29,117199.8,7,1,yes,no
Crawford,155047.11,no,738,Germany,Female,57,148384.64,9,1,no,yes
Beavers,176137.2,yes,642,Germany,Female,19,113905.48,3,1,yes,no
Williamson,154843.4,yes,618,Spain,Male,32,133476.09,5,1,no,no
Beneventi,8214.46,yes,590,France,Male,47,117879.32,0,1,yes,no
Chidumaga,147075.69,yes,735,France,Male,50,0,2,2,no,no
Chibugo,31165.06,yes,729,Spain,Female,28,0,0,2,yes,yes
Hyde,192127.22,yes,743,Germany,Male,59,108585.35,5,1,yes,yes
Alekseeva,137491.23,no,555,France,Male,31,145875.74,8,1,yes,no
Abdulov,186841.71,yes,667,Spain,Female,36,121542.57,3,2,yes,no
Buckley,86776.38,no,790,Spain,Female,41,109508.68,7,1,no,no
Howard,72073.72,yes,727,Germany,Male,34,146407.11,2,1,yes,no
Peel,10662.58,no,744,France,Female,39,0,6,1,no,no
Herz,91001.02,yes,629,Germany,Male,35,112330.83,8,1,yes,no
Holden,20555.21,yes,619,France,Female,35,90413.12,4,1,yes,no
Findlay,143463.28,yes,608,Spain,Female,35,0,6,2,yes,no
Wyatt,92131.54,no,507,France,Female,35,0,1,2,no,no
Rapuluolisa,77178.42,no,536,Germany,Female,35,121520.36,4,1,no,no
Buckland,193650.16,yes,730,Spain,Female,43,103960.38,1,1,yes,no
Onyeoruru,35896.75,no,644,France,Female,24,92760.55,8,1,yes,no
Salas,149418.41,yes,790,Spain,Male,37,0,8,2,yes,no
Laney,46253.65,yes,807,Germany,Female,40,134590.21,1,1,yes,no
Fu,86609.37,no,581,France,Female,37,104255.03,10,1,yes,no
Tien,91943.94,no,627,Spain,Female,55,0,6,1,no,yes
Sazonova,128892.36,no,850,France,Male,41,0,3,2,yes,no
Wei,84508.44,yes,551,Germany,Male,50,121399.98,1,1,no,yes
Bergamaschi,84760.7,yes,637,Germany,Male,35,147127.81,8,2,yes,no
Taylor,147661.47,no,699,Spain,Male,31,125927.51,8,2,yes,no
Messersmith,82393.08,yes,542,France,Female,25,0,7,2,no,no
Coles,135995.58,yes,640,Germany,Male,48,111599.32,1,1,no,no
Brookes,159800.16,no,553,France,Female,27,0,3,2,no,no
Reid,14379.01,no,741,France,Male,38,0,9,2,yes,no
Etheridge,74322.85,yes,598,France,Male,35,114212.6,8,1,yes,no
Jolly,189016.24,yes,660,Spain,Female,42,0,5,3,yes,yes
Chizoba,136435.75,no,618,Spain,Male,41,115251.64,4,1,no,no
Pagnotto,113695.99,yes,491,France,Female,68,107571.61,3,1,no,no
Lucchesi,54628.11,no,652,France,Female,32,0,2,2,yes,no
Panicucci,158891.79,yes,413,Germany,Male,39,130969.77,1,2,yes,no
Burns,160523.33,yes,416,Germany,Female,25,97738.97,0,2,yes,no
Ricci,180595.02,yes,629,Spain,Male,34,0,8,2,yes,no
Lambert,16618.76,no,678,Spain,Female,40,113794.22,4,1,yes,no
Esposito,79919.97,no,527,Spain,Male,28,128396.33,6,2,yes,no
Benson,186489.14,no,743,Spain,Female,48,118207.69,5,2,no,yes
Botts,51999.5,yes,683,Germany,Male,73,124730.26,9,1,yes,no
Parkes,121299.14,no,536,France,Female,41,0,9,1,yes,no
Castiglione,178752.73,no,646,France,Female,38,0,2,2,no,no
Manna,94148.3,yes,707,France,Male,35,0,2,3,yes,no
Lin,77414.45,yes,602,France,Male,34,0,5,2,yes,no
Fink,63236.97,no,635,France,Female,47,125724.95,2,2,yes,no
Baresi,108645.85,yes,597,France,Male,67,0,2,2,no,no
Morehead,95153.24,yes,503,France,Male,38,0,1,2,yes,no
Afamefuna,136079.64,no,524,Spain,Female,64,0,5,1,yes,yes
Greco,98273.01,no,700,France,Male,46,95872.86,5,1,yes,yes
Balashova,113505.93,no,692,France,Male,33,0,9,1,yes,yes
Lowe,194617.98,no,679,France,Male,37,74260.03,7,1,yes,no
Ponce,152541.89,no,603,Germany,Male,35,123407.69,1,1,yes,yes
Trevisano,142903.44,yes,720,Spain,Male,33,123783.91,3,2,yes,no
Gardner,182257.61,no,797,France,Male,24,0,5,2,yes,no
Lorenzo,135431.72,no,594,France,Male,36,153880.15,6,1,no,no
Palmer,175697.87,yes,529,France,Female,31,0,7,2,yes,no
Zuyeva,59061.25,yes,606,Germany,Female,32,106301.85,1,2,no,no
Jen,131283.6,yes,621,Spain,Female,40,0,7,2,no,yes
Alekseeva,152499.8,no,513,France,Female,43,0,9,2,yes,no
Manfrin,15523.09,no,753,Germany,Male,44,138076.47,3,1,yes,yes
Clark,128052.29,no,726,France,Female,38,126875.62,5,1,yes,no
Fanucci,181419.29,no,611,Spain,Female,28,96381.68,3,2,yes,no
Cattaneo,109783.29,yes,593,Germany,Female,41,119703.1,4,2,yes,no
Bentley,74260.16,no,741,Germany,Female,36,127675.39,0,2,yes,no
Holmes,49865.04,yes,684,Germany,Female,44,133776.86,2,2,no,no
Austin,103608.06,yes,550,Spain,Female,33,72788.03,9,1,yes,no
Booth,41816.49,yes,601,Germany,Male,48,163630.76,9,1,no,yes
Collier,179066.58,no,676,Spain,Female,30,0,5,2,no,no
Oluchukwu,199841.32,yes,719,France,Male,36,155423.17,3,1,yes,no
Sung,83617.17,yes,850,Germany,Male,55,98710.89,0,1,yes,yes
Marino,84863.85,no,649,Spain,Female,49,0,2,1,yes,yes
Vinogradov,114775.53,yes,509,Spain,Male,41,126683.8,7,1,no,no
Burns,103557.93,no,684,France,Male,33,140700.61,4,1,yes,no
Fanucci,85028.36,no,806,Germany,Male,30,168078.83,8,1,yes,yes
Chukwujamuike,153064.87,no,729,Spain,Male,44,107726.93,4,2,yes,no
Flynn,38784.42,yes,683,France,Female,33,0,9,2,yes,no
Chao,186526.12,yes,689,Spain,Female,63,0,1,2,yes,no
Yeh,28789.94,no,672,Germany,Female,21,35741.69,1,1,yes,no
Klein,45038.29,yes,602,Germany,Female,53,98268.84,5,1,no,yes
Mahmood,150245.81,yes,739,France,Female,20,133800.98,4,1,no,no
Shcherbakov,4292.72,no,674,France,Female,42,0,9,2,yes,no
Zetticci,173365.89,no,762,France,Male,26,130428.78,6,1,yes,no
Browne,121821.16,no,754,Spain,Female,27,0,8,2,no,no
Feng,151733.43,no,729,France,Male,44,0,6,2,yes,no
Ferguson,53784.22,yes,606,Germany,Female,47,137138.2,0,2,no,no
Shaw,62733.05,yes,616,France,Male,23,73112.95,8,1,yes,no
Palermo,17671.78,yes,772,France,Male,47,152347.01,9,1,no,no
Moore,188905.43,no,652,Spain,Male,41,115144.68,8,1,yes,no
Huang,113079.19,no,743,France,Male,43,0,5,2,no,yes
Gray,83997.79,no,793,France,Male,39,137817.52,3,1,no,no
Sokolova,125424.42,no,743,Spain,Male,45,157332.26,7,1,yes,no
Henderson,143194.05,no,746,France,Male,37,0,2,2,yes,no
Mosley,93132.61,no,627,Germany,Female,39,124586.93,5,1,yes,yes
Goddard,108419.41,yes,540,Spain,Male,39,0,1,1,no,no
Kuo,171657.57,yes,615,Germany,Female,33,137657.25,3,2,yes,no
Bianchi,22357.25,yes,415,Spain,Male,53,167259.44,5,1,yes,no
Rouse,193903.06,no,628,France,Female,45,0,8,2,yes,no
Nwoye,141926.43,no,700,France,Male,26,119009.57,4,1,yes,no
Fang,93832.33,yes,623,France,Female,37,140211.88,4,1,yes,no
Chiemenam,1568.91,no,679,France,Female,44,118742.74,3,2,yes,no
Artemiev,60778.11,no,632,Spain,Male,37,138207.08,1,1,yes,yes
Burrows,16119.96,yes,790,France,Female,47,148636.21,10,1,no,yes
Chizuoke,60375.18,no,514,France,Male,45,178827.79,1,1,yes,no
Rogova,195563.99,yes,753,France,Male,92,121513.31,3,1,no,no
Trevisano,38196.24,yes,693,Germany,Female,37,95900.04,6,1,yes,no
Sagese,179435.21,yes,679,France,Female,30,112543.42,1,1,yes,no
Artyomova,93208.22,yes,529,Spain,Male,34,0,9,1,yes,no
Long,61531.86,yes,619,Spain,Female,31,141751.82,3,1,no,no
White,23140.28,no,693,Germany,Male,45,116546.59,2,2,no,yes
Lazarev,74287.53,no,834,France,Female,28,0,6,1,yes,no
Benjamin,101102.39,yes,636,Spain,Female,29,157576.47,6,2,yes,no
Romano,68408.74,no,566,Germany,Female,44,141428.99,5,2,no,no
Craig,155356.34,yes,597,Spain,Male,35,127510.99,0,1,yes,no
Tseng,195209.4,no,606,France,Male,31,0,10,2,yes,no
Le Hunte,68075.14,yes,589,France,Male,36,100895.54,1,1,yes,no
Blake,93707.8,yes,606,Germany,Male,45,63832.43,5,1,yes,no
Lane,156153.27,no,582,France,Male,29,0,4,2,no,no
Sparks,58601.61,no,710,France,Female,36,116085.06,4,1,yes,no
Tu,114448.77,yes,467,France,Male,57,0,1,2,yes,no
Tochukwu,126551.65,yes,749,France,Male,30,0,1,2,no,no
Wang,185808.7,yes,730,Spain,Male,26,0,6,2,yes,no
Northern,118235.52,yes,678,Germany,Male,32,139626.01,4,1,yes,yes
Humphries,183051.6,yes,540,France,Female,31,0,7,1,no,yes
Cremonesi,27922.45,yes,767,France,Female,35,115576.44,6,1,no,no
Ku,196476.19,no,615,France,Female,23,0,4,2,yes,no
Tobenna,190429.52,no,583,Germany,Female,41,77647.6,5,1,yes,no
Okwuadigbo,35034.15,no,850,France,Female,40,0,5,2,yes,no
Johnston,66389.43,no,651,Germany,Female,34,148962.46,10,1,yes,yes
Talbot,99692.65,yes,695,France,Male,37,0,2,2,yes,no
Tu,88729.22,no,497,Germany,Male,41,80542.81,5,1,no,yes
T'ien,173321.65,no,739,France,Male,40,0,4,2,no,no
Ross,139463.57,no,549,France,Female,34,0,4,2,no,no
Maclean,3769.71,yes,850,France,Male,35,102050.47,9,1,yes,no
Jack,31708.53,no,606,Germany,Male,39,136000.45,8,2,yes,no
Lucchesi,151677.31,yes,850,France,Male,32,156001.68,4,2,yes,no
Ch'eng,170518.83,no,619,Germany,Male,41,147974.16,3,2,yes,no
Glover,3298.65,yes,640,Germany,Male,26,90402.77,5,1,yes,no
Tung,162878.96,no,710,France,Male,40,0,5,2,no,no
Padovano,64014.24,yes,580,France,Male,31,0,2,2,no,no
Johnstone,26257.01,no,550,France,Male,44,0,9,2,yes,no
Endrizzi,126794.56,yes,841,France,Female,31,162701.65,3,2,yes,no
Secombe,164162.44,no,760,France,Male,34,0,2,2,yes,no
Elewechi,179206.92,no,687,France,Female,30,0,6,2,no,no
Lucciano,83949.68,no,661,France,Male,35,100107.99,9,1,yes,no
Pinto,22684.78,yes,699,France,Male,28,0,7,2,yes,no
McGregor,7953.62,no,617,Germany,Female,39,83348.89,5,3,yes,yes
Ugorji,143952.24,no,595,Germany,Female,44,96553.52,4,2,yes,yes
Bancks,158032.5,no,669,France,Male,50,201009.64,9,1,yes,yes
Warlow-Davies,199104.52,no,613,France,Female,27,125167.74,5,1,yes,no
Buckley,170563.73,no,582,France,Female,43,153313.67,5,1,no,no
Nkemjika,157871.55,no,679,France,Male,30,0,9,2,yes,no
Fairley,93203.43,no,611,France,Female,40,125879.29,2,1,yes,no
Boothby,54398.56,yes,455,Germany,Female,37,170057.62,6,1,no,no
Chukwuhaenye,168779.47,yes,621,France,Male,32,0,1,2,yes,no
Clarke,186476.91,no,585,Spain,Female,56,128472.8,1,1,yes,yes
Ramsey,29023.03,no,742,France,Male,32,160485.16,6,1,yes,no
Eipper,60021.34,yes,850,Germany,Male,42,84445.68,6,3,no,yes
Munro,132498.39,yes,619,Spain,Male,46,62400.48,8,1,yes,yes
McGregor,109608.81,yes,628,France,Female,50,143054.56,4,1,no,yes
Henderson,98570.01,yes,487,France,Male,24,133628.09,7,2,yes,no
Fernandez,160546.58,yes,513,Spain,Female,41,107135.04,9,2,yes,no
Pan,6930.17,yes,803,France,Female,65,151659.52,2,2,no,no
Esposito,10674.62,yes,607,Spain,Female,32,0,7,3,no,no
Kaeppel,71159.84,yes,628,Germany,Female,51,155903.82,9,2,yes,no
Lamb,62413.01,no,521,Spain,Female,49,82940.25,4,2,no,yes
Lei,166386.22,no,669,Germany,Female,50,112650.89,4,1,no,yes
Conti,133086.45,no,686,France,Female,41,0,10,1,yes,no
Hargreaves,192933.37,no,700,Germany,Male,35,95853.39,4,2,yes,no
Yermolayev,71359.78,no,663,France,Female,42,82228.67,1,2,yes,no
Kerr,79270.02,yes,671,Spain,Female,31,0,4,2,no,no
Waters,29583.48,yes,651,Germany,Female,35,163700.78,1,3,yes,yes
Onyeorulu,88680.65,no,728,France,Male,34,106328.08,4,1,yes,no
Kazakova,75574.48,no,464,France,Male,38,116439.65,3,1,yes,no
MacDonald,30252.3,no,604,Spain,Male,27,101352.78,9,1,no,no
Sharwood,111324.41,no,836,Spain,Female,37,0,10,2,yes,no
Boniwell,93081.87,yes,756,France,Male,67,0,4,3,yes,no
Willis,107625.46,yes,489,France,Female,47,103894.38,8,2,yes,no
Burns,152733.89,yes,622,Spain,Male,27,139834.93,9,1,yes,no
Kung,110421.31,yes,652,France,Female,36,112518.71,6,2,no,no
Johnson,46807.62,no,697,France,Female,45,0,1,2,yes,yes
Sandover,26772.04,no,571,Germany,Male,33,71843.15,3,1,yes,no
Wei,147693.92,yes,814,Germany,Male,29,131968.57,1,2,yes,no
Higgins,174032,yes,709,France,Female,45,104118.5,3,1,no,no
Chang,153698.65,yes,433,Spain,Male,27,0,2,2,yes,no
Henderson,108301.45,yes,781,France,Male,20,125023.1,0,2,yes,no
Cox,22929.08,yes,656,France,Female,30,74323.2,4,1,yes,no
Tsui,102665.92,no,683,France,Male,38,109346.13,7,2,yes,no
Lee,56139.09,no,620,France,Male,32,0,6,2,yes,no
Beatham,143357.03,no,793,Germany,Female,34,127758.09,5,1,yes,no
Lu,168359.98,no,638,Germany,Male,50,102645.48,1,1,yes,yes
Yashina,77335.75,no,520,France,Male,31,93249.4,4,1,yes,no
Hill,36687.11,yes,840,Germany,Female,51,87779.83,1,1,no,yes
Romilly,115927.85,yes,686,France,Male,38,138131.34,0,1,no,no
Chiu,9902.39,no,577,France,Female,32,0,1,2,yes,no
Sun,16645.77,no,445,Germany,Female,48,168286.58,7,1,yes,yes
Lawson,38798.79,yes,652,Germany,Female,47,126597.89,0,2,yes,yes
T'ao,153295,no,663,France,Female,33,0,2,2,yes,no
Yao,100687.67,yes,525,Germany,Female,30,157989.21,0,2,yes,no
Kerr,136902.01,yes,724,Germany,Male,54,172192.49,8,1,yes,no
Blake,105732.9,no,581,Germany,Male,38,133105.47,1,1,yes,yes
Sanders,35884.91,yes,685,Spain,Male,38,0,4,2,yes,no
Torkelson,73489.15,no,595,France,Male,46,0,10,1,yes,yes
Hsueh,110114.19,yes,588,France,Female,21,0,8,2,yes,no
Genovesi,160526.36,no,794,Germany,Female,55,115796.7,6,1,yes,yes
Levan,173516.71,yes,823,France,Male,37,164858.18,5,1,yes,no
Lai,88396.6,yes,687,Germany,Male,38,117633.28,4,1,no,no
Loginov,185821.41,no,850,France,Female,28,0,9,2,yes,no
Lafleur,108098.28,no,496,France,Female,36,0,7,2,no,no
Obidimkpa,162267.91,yes,527,Germany,Female,30,126663.51,6,1,yes,no
Ch'ang,193135.25,yes,576,Germany,Female,71,140273.47,6,1,yes,yes
Mason,168034.9,yes,525,Spain,Female,60,0,7,2,no,no
Simon,159553.27,yes,671,Germany,Female,23,123943.18,9,1,yes,no
Golubeva,99800.87,no,625,France,Male,39,0,5,1,yes,no
Manfrin,40250.82,yes,643,Germany,Male,33,98630.31,7,2,yes,no
Stange,83335.78,yes,707,France,Female,33,58036.33,2,1,yes,no
Ferrari,48382.4,no,539,Spain,Male,28,0,5,2,yes,no
Taylor,165990.44,yes,498,Germany,Male,45,109200.74,7,2,no,no
Wei,9002.8,yes,696,Spain,Female,30,0,0,2,yes,no
Ch'eng,188156.34,no,758,France,Female,33,0,7,1,yes,no
Parsons,186785.01,yes,685,France,Female,33,0,6,2,no,no
Pan,184259.6,yes,655,Germany,Female,30,83173.98,1,2,yes,no
Cameron,57817.84,no,747,France,Female,40,0,3,1,no,yes
Igwebuike,144660.42,no,601,Spain,Male,24,0,7,2,no,no
Tuan,163112.9,no,477,France,Male,22,82559.42,5,2,no,yes
Chiazagomekpere,65769.3,no,850,France,Male,49,128663.9,6,1,yes,yes
Yudina,174123.16,yes,505,France,Female,36,79951.9,2,1,no,yes
Chinweike,109394.62,no,761,Germany,Female,38,120530.13,1,2,yes,no
Milliner,61450.96,yes,774,France,Female,47,94722.88,6,1,no,no
Knowles,8673.43,no,771,Spain,Female,33,0,5,2,yes,no
Swinton,125912.77,yes,792,France,Male,31,71269.89,6,2,no,no
Gregory,151349.35,no,673,Germany,Female,41,98612.1,9,1,yes,no
Chibueze,67972.45,yes,765,France,Male,40,138033.55,6,1,yes,no
French,86350.97,yes,422,France,Male,54,140014.42,3,1,no,no
Fleming,100995.11,yes,502,France,Female,64,139663.37,3,1,no,no
Combes,155495.63,no,689,France,Male,34,165312.27,1,1,yes,no
Carruthers,196875.87,no,661,France,Male,26,0,8,2,no,no
Andrejew,63176.77,yes,606,Spain,Male,33,0,8,2,yes,no
Ko,105221.76,yes,678,Germany,Female,54,123699.28,1,2,no,no
Toscano,23132.73,yes,647,France,Male,32,97041.16,5,1,yes,no
Wilson,161428.25,no,732,France,Male,36,0,5,2,yes,no
Thomson,181794.86,no,646,France,Male,50,104129.24,0,2,yes,yes
Kazantseva,86634.3,yes,559,France,Female,43,0,1,1,no,no
Ferri,140130.22,yes,565,France,Male,46,135369.71,7,1,no,no
Ferri,17536.82,no,657,Spain,Female,41,112119.48,6,1,yes,no
Lombardi,53157.16,yes,847,France,Male,66,123760.68,7,1,no,no
Eluemuno,143585.29,yes,558,France,Female,41,0,6,1,yes,yes
Chiganu,72402,yes,596,Spain,Male,57,0,6,2,yes,no
Hsueh,39891.84,yes,579,France,Male,39,0,5,2,no,no
Booth,136491.72,yes,613,France,Male,44,0,3,2,no,no
O'Loghlin,35593.18,no,694,Spain,Male,31,0,5,1,yes,no
Lavrov,58268.2,no,729,Spain,Female,42,0,7,2,yes,yes
Somadina,101778.9,no,480,France,Female,42,152160.21,1,2,yes,no
Colombo,185123.09,yes,666,France,Female,59,0,5,2,yes,no
Troupe,119927.81,yes,575,France,Male,24,0,2,2,yes,no
Kenenna,195033.07,no,850,France,Male,36,0,3,2,yes,no
Deleon,198766.61,no,588,Germany,Male,41,106116.56,6,2,yes,no
Kung,185144.08,yes,681,France,Male,36,141952.07,5,1,yes,no
Zito,3729.89,yes,611,Spain,Female,33,0,7,2,yes,no
Giordano,18988.58,yes,589,France,Female,37,138497.84,6,1,no,no
Davide,119313.74,no,717,Spain,Female,34,0,1,2,yes,no
Lei,62627.55,no,556,Germany,Male,33,124213.36,3,2,yes,no
Lucciano,199992.48,no,685,Spain,Female,42,0,2,2,no,no
Tai,16403.41,yes,713,France,Female,37,0,8,1,yes,no
Osinachi,78854.57,yes,437,France,Female,26,120923.52,1,1,no,no
Coates,189310.27,no,605,Spain,Male,47,142643.54,7,1,yes,no
Seleznev,19842.18,no,600,France,Male,46,95502.21,10,1,no,no
Butcher,103305.01,no,827,France,Male,38,0,5,2,no,no
Gould,116124.28,yes,608,Germany,Male,23,197715.93,8,2,yes,no
Sanderson,58076.52,yes,554,France,Male,44,85304.27,7,1,yes,no
Mai,186123.57,no,683,Germany,Female,35,132371.3,1,2,no,no
Downer,147963.07,no,628,France,Female,31,0,5,1,no,yes
Bochsa,143301.49,yes,776,France,Female,29,0,5,2,yes,no
Czajkowski,31422.69,no,820,France,Male,36,0,4,2,yes,no
Birdseye,72500.68,yes,703,France,Female,42,0,7,2,no,no
Gill,4993.94,yes,588,Spain,Male,32,109109.33,3,1,no,no
Moon,124964.82,yes,622,Spain,Female,26,0,8,2,yes,no
Watt,161971.42,no,606,France,Male,34,0,5,1,yes,no
Barese,187811.71,yes,677,France,Female,49,0,3,2,yes,no
Fleming,184514.01,yes,827,Spain,Female,35,0,0,2,no,no
Bell,121311.12,no,729,France,Female,36,109106.8,8,1,no,no
Li Fonti,12873.39,no,654,France,Male,36,112262.84,2,1,yes,no
Chuter,123242.11,yes,619,Spain,Male,52,0,8,2,yes,no
Johnson,184399.76,yes,642,Spain,Male,26,144238.7,8,1,yes,no
Scott,57323.18,yes,472,Spain,Female,32,159397.75,1,1,no,no
Byrne,68293.93,no,470,Spain,Male,30,125385.01,4,1,yes,no
Chukwudi,10288.24,yes,633,France,Female,60,69365.25,8,1,yes,no
Ma,179446.31,yes,602,France,Male,31,155271.83,7,1,yes,no
Simmons,141453.62,no,640,Spain,Male,29,197200.04,5,2,yes,no
Fang,93151.77,yes,454,Spain,Female,48,144837.79,5,1,yes,no
Tien,38570.13,no,636,France,Male,34,0,8,2,yes,no
Yusupova,131048.36,yes,621,Spain,Male,50,163085.79,3,1,no,no
Davidson,127068.92,yes,795,Germany,Male,38,125903.22,7,2,yes,no
Zhdanova,51721.52,yes,550,France,Male,22,154377.3,6,1,yes,no
Nielson,46156.87,yes,630,Spain,Male,41,107511.52,7,1,no,no
Niu,192950.6,no,573,Germany,Male,30,127406.5,8,1,yes,no
Kay,180932.46,yes,561,Spain,Male,24,143656.55,8,1,no,no
She,46786.92,no,637,France,Male,27,128940.24,9,1,yes,no
Ajuluchukwu,175820.91,yes,651,Germany,Male,37,114453.58,9,1,no,no
Sabbatini,198208,no,646,France,Female,33,0,2,2,no,no
Board,55362.45,no,567,France,Female,48,0,3,1,yes,no
Gordon,71672.86,no,709,France,Female,41,150300.65,3,2,yes,no
Liao,144880.81,no,653,France,Male,37,135847.47,7,1,yes,no
Hamilton,115037.67,no,661,Germany,Male,37,109908.06,7,2,yes,yes
Chimaobim,187280.51,no,681,Germany,Male,49,142946.18,8,1,no,yes
Fan,183540.22,yes,436,Germany,Male,45,104339.11,3,2,yes,yes
Cayley,28531.81,yes,663,France,Male,33,157274.36,5,2,yes,no
Kuykendall,42730.12,yes,662,France,Male,64,98848.19,0,1,no,no
McDonald,104721.5,no,607,Germany,Female,39,105103.33,8,1,yes,yes
Browne,118929.64,yes,850,Germany,Female,66,127120.62,0,1,no,yes
Barton,70563.9,no,578,France,Male,39,0,2,2,yes,no
Boyle,139435.12,no,666,Germany,Female,36,129118.5,3,2,no,no
Ukaegbulam,131553.82,yes,586,France,Female,46,0,0,3,no,yes
Nwankwo,138344.7,yes,825,France,Female,36,146053.66,3,1,yes,no
Niu,169894.4,yes,808,Spain,Female,67,124577.15,10,1,no,no
Hsu,9770.97,no,515,Spain,Male,29,151012.55,4,2,yes,no
Shaw,74176.71,yes,663,Spain,Female,58,216109.88,5,1,no,yes
Ho,112668.06,no,444,France,Male,34,144318.97,2,1,yes,no
Christie,186275.7,no,650,France,Female,39,0,4,2,no,no
Onwuemelie,98463.99,no,609,France,Male,26,0,7,2,yes,no
Ch'ang,2746.41,yes,824,Germany,Male,77,27517.15,3,2,no,no
Clendinnen,10928.3,no,662,France,Male,29,147092.65,5,1,yes,no
